id,name,speciality,taste,medicine type,passing,have,effect
5170,ax maix bongx zend jab阿迈葆珍佳（无花果）,冷,苦,冷药,热经,,maix dliangl maix ves sul qub麦靓麦韦素迄（健脾益胃）、yangk angt tad jab泱安沓痂（消肿解毒）
5171,蜂糖,,,,,,滋阴补虚
5172,厚朴,,,,,,宽胸理气
5173,瓜萎,,,,,,清虚热、补气、通络
5174,性冷,,苦、涩,冷药,热经,小毒,rek hfad nais pot任复波奈（养肺）
5175,zend mangb珍蟒（杏仁）,冷,苦,冷药,热经,小毒,宣肺、清肺
5176,det vob gangb豆葛岗（桑叶）,冷,苦,冷药,热经,,疏散风热、清肺、khand vat sand bud diol汗吾汕布丢（养肝补肾）
5177,gangb lial lib岗拉俚（蝉蜕）,热,甜,热药,冷经,,pot wos jent zangl zet迫渥劫漳止（疏风散热）
5178,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad nais pot任复奈波（润肺止咳）
5179,ngix gheib ghob bad额给戈坝（桔梗）,冷,苦、辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）、zangl seil漳射（散寒）dias ghab ngol滇哈格（祛痰）
5180,vob dliangb dlek萬相席（牛莠子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）、xeeb hfad nais pob yut卸复奈波雾（宣肺）
5181,jab bik lik jib佳比利吉（八爪金）,冷,苦,冷药,热经,,hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）、diod hxangd yangk angt丢象泱安（散瘀消肿）
5182,vob jex bib bad菖祖别芭（白花前胡）,冷,苦、微辣,冷药,热经,,pot wos jent hxub hxab kid迫渥劫旭嘎凯（散风清热）、baix bongt jul ghad ngol摆笨阶哈格（降气化痰）
5183,det vob gangb豆葛岗（桑皮）,热,甜,热药,冷经,,泻肺、消肿、khand vat sand bud diol 汗吾汕布丢（补肝补肾）、dias jent cat net滇劫滁内（祛风除湿）
5184,ngix gheib ghob bad额给戈坝（桔梗）,冷,苦、微辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）、zangl seil漳射（散寒）dias ghab ngol滇哈格（祛痰）
5185,zend baf ghed det珍巴沟豆（杏仁）,冷,苦、涩,冷药,热经,小毒,kedh- fadnaispot任复波奈（养肺）
5186,蝉衣,,,,,,安神镇静驱风热
5187,瓜萎壳,,,,,,清虚热、补气、通络
5188,vob dliangb dlik hniub葛相席（牛莠子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）、xeeb hfad nais pob yut卸复奈波雾（宣肺）
5189,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad任复（润肺）
5190,vob dak dlangl bah葛达赊芭（射干）,冷,苦,冷药,热经,,清热解毒、祛痰利咽
5191,baod jiox sangx苞脚桑（地苦胆）,冷,苦,冷药,热经,,hxub hxab kid tad jab 旭嘎凯沓痂（清热解毒）、hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）
5192,僵蚕,,,,,,补气排毒
5193,bongt nial tid榜拉梯（枇杷叶）,冷,苦,冷药,热经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、ves hxangd scix loud维象赊洛（活血通络）
5194,zend baf ghed det珍巴沟豆（杏仁）,冷,苦、涩,冷药,热经,小毒,ked hfad nais pot任复奈波（养肺）
5195,vob jex bib bad萬祖另寸芭（白花前胡）,冷,苦、微辣,冷药,热经,,pot wos jent hxub hxab kid迫渥劫旭嘎凯（散风清热）、baix bongt jul ghad ngol摆笨阶哈格（降气化痰）
5196,ghab ngid vud嘎欧低（苏叶）,热,辛,热药,冷经,,dias ghab ngol xeeb hfud nais pob滇哈格卸复奈波（化痰利肺）、vex hxangl kxed dionb维象荷相（活血温中）
5197,麻黄,,,,,,收敛发汗止痒
5198,vob gent bib萬梗比（鹅不食草）,热,辣,热药,冷经,,dat wos jent zangl seil迫渥劫漳射（通窍散寒）
5199,vob dak diangd萬达尚（莺尾）,冷,苦,冷药,热经,小毒,jul ghuk阶咕（消积）、dlax kid拉凯（泻热）、vas ngangl洼嘎（利咽）
5200,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad任复（润肺）
5201,ngix gheib ghob bad额给戈坝（桔梗）,冷,苦、辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）
5202,vob nail lies bad萬芳略芭（一枝黄花）,冷,苦,冷药,热经,小毒,pat wos jent hxub hxad kid迫渥劫旭嘎凯（疏风清热）
5203,dangf gangb wab董岗哇（蜂蜜）,热,甜,热药,冷经,,rek hfad nais pob dangf ngol任复奈波挡苟（润肺止咳）、tad jab沓痂（解毒）
5204,gangb lial lib岗拉俚（蝉蜕）,热,甜,热药,冷经,,pot wos jent zangl zet迫渥劫漳止（疏风散热）
5205,ghangd bok vangl虹宝昂（蟾蜂）,热,甜、辛,热药,冷经,毒,tad jab yangk angt沓痂泱安（解毒消肿）、t（mgb qiaod通窍（通窍）、dangf dliud挡琉（宁心）
5206,jab bik lik jib佳比利吉（八爪金龙）,冷,苦,冷药,热经,,hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）、diod hxangd yangk angt丢象泱安（散瘀消肿）°
5207,zend jab ngol huk珍加莪确（天冬）,热,甜、微苦,热药,冷经,,khangd vut hvent baix dal汗吾窝摆都（养阴清热）、reb zaok geb jind任造曲折（润燥生津）
5208,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任造（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
5209,det hxangb豆枪（侧柏叶）,冷,苦、涩,冷药,热经,,senb hxangd dangf hxangd赊象挡象（凉血止血）、xeeb hfad nais pob卸复奈波（去肺热）
5210,hmaib Det Nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）
5211,det vob gangb豆萬岗（桑叶）,冷,苦,冷药,热经,,疏散风热、清肺润燥、khand vat sand bud diol汗吾汕布丢（补肝补肾）、dias jent caf net滇劫滁内（祛风除湿）
5212,vob jex bib bad萬祖别芭（白花前胡）,冷,苦、微辣,冷药,热经,,pot wos jent hxub hxab kid迫渥劫旭嘎凯（散风清热）、baix bongt jul ghad ngol摆笨阶哈格（降气化痰）
5213,vob dak dlangl bab萬达赊芭（射干）,冷,苦,冷药,热经,,润肺生津
5214,zend jab ngil diongd 珍加莪董（麦冬）,热,甜、微苦,热药,快经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad nais pot任复奈波（润肺）
5215,ngix gheib ghob bad额给戈坝（桔梗）,冷,苦、辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）、zangl seil漳射（散寒）dias ghab ngol滇哈格（祛痰）
5216,zend Bel liangx珍布仰（金樱子）,热,甜、涩,热药,冷经,,bud diut qeb jind布丢曲靳（补肾生津）、vex hxangd dias jent维象滇劫（活血祛风）
5217,suaib mib mib萬榜学（酸咪咪）,热,酸,热药,冷经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、senb hxangd yangk angt赊象泱安（凉血消肿）、tad jab diod hx- angd沓痂丢象（解毒散瘀）
5218,白芷,,,,,,化瘀疏风止痛
5219,jab juf six佳架山（胆草）,冷,苦,冷药,热经,,hxub hxab kib zaod net旭嘎凯造内（清热燥湿）、hxub hxab sand baix dul旭嘎汕渣都（清肝泻火）、tad jab沓痂（解毒）
5220,jab ghad nail佳格勒（紫背天葵）,冷,涩,冷药,热经,小毒,tixub- hxabkibtadjab旭嘎凯沓痂（清热解毒）、vas ebyangk angt洼沃泱安（清火消肿）
5221,vob khok ed萬壳欧（野薄荷）,热,辛,热药,冷经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）、hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利）
5222,bel jal feib嘎娄布佳菲（阎王刺）,冷,苦、涩,冷药,热经,,tad jab yangk angt沓痂泱安（解毒消肿）
5223,xob naf萬娜（养菜）,热,甜,热药,冷经,,鼠血hxab kib caf net旭嘎凯滁内（清热利湿）
5224,zand dlenx珍桐（桃仁）,冷,苦,冷药,热经,,vex hxangd seix loud维象赊洛（活血通络）、tad jab沓痂（解毒）
5225,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任造（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
5226,vob heeb kab nied萬灰卡娜（紫花地丁）,冷,苦,冷药,热经,,tad jab沓痂（解毒）、hxub hxab kib旭嘎凯（清热）、yangk angt泱安（消肿）
5227,bangx vob hvid榜萬芜（野菊花）＞vob eb wel萬欧吾（千里光）,热,辣、苦,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）Jangx hniub mais仿溜麻（明目）
5228,jab bik lik jib佳比利吉（八爪金龙）,冷,苦,冷药,热经,,hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）、diod hxangd yangk angt丢象泱安（散瘀消肿）
5229,ngix gheib ghob bad额给戈坝（桔梗）,冷,苦、微辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）、zangl seil漳射（散寒）dias ghab ngol滇哈格（祛痰）
5230,vob dliangb dlik hniub萬相席（牛莠子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）、xeeb hfad nais卸复奈（宣肺）
5231,僵蚕,,,,,,补气、补血、排毒
5232,vob khok ed萬壳欧（野薄荷）,热,辛,热药,冷经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）、hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）
5233,det nix ved dliob豆里欧确（草珊瑚）,冷,苦,冷药,热经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、ves hxia seix loud维洗赊洛（舒经消肿）
5234,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad nais pot任复奈波（润肺止咳）
5235,ngix gheib ghob bad额给戈坝（桔梗）,冷,苦、微辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）、zan gl seil漳射（散寒）dias ghab ngol滇哈格（祛痰）xud bus墟布（排脓）
5236,jab bik lik jib佳比利吉（八爪金龙）,冷,苦,冷药,热经,,hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）、diod hxangd yangk angt丢象泱安（散瘀消肿）
5237,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad nais pot任复奈波（润肺止咳）
5238,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax Kid Tad Jab拉凯沓痂（泻火解毒）
5239,bad god tid波嘎梯（百合）,热,甜、微苦,热药,冷经,,润肺止咳、清心安神
5240,ghab nex vob xangt det嘎佬萬相豆（大青叶）,冷,苦,冷药,热经,,hxub hxab kid caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）
5241,vob gent bib萬梗比（鹅不食草）,热,辣,热药,冷经,,dat wos jent zangl seil迫渥劫漳射（通窍散寒）、dias jent caf net滇劫滁内（祛风除毒）
5242,vob hsongd ghand葛冲岗（白花蛇舌草）,平,淡、微甜,两经药,,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、vas eb yangk angt洼欧泱安（利湿消肿）
5243,baod jiox sangx苞脚桑（地苦胆）,冷,苦,冷药,热经,,hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）
5244,bongt nial tid榜拉梯（枇杷叶）,冷,苦,冷药,热经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、ves hxangd seix loud维象赊洛（活血消肿）
5245,穿心莲,,,,,,清虚热、补气
5246,山豆根,,,,,,清热、利咽、止咳
5247,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad nais pot任复奈波（润肺止咳）
5248,ngix gheib ghob bad额给戈坝（桔梗）,冷,苦、微辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）、zangl seil漳射（散寒）dias ghab ngol滇哈格（祛痰）xud bus墟布（排脓）
5249,nex gix 闹格（玉竹）,热,甜,热药,冷经,,khangd vut hvent reb zaok汗吾窝任造（养阴润燥）、geb jind dangt ngas ghongd曲靳挡嘎候（生津止渴）
5250,vob zend lenx萬珍苍（大仙桃草）,热,甜、微苦,热药,冷经,,vex hxangd yangx维象炜（活血）、dangt mongd挡蒙（止痛）
5251,det kafved豆卡欧（吴萸）,热,辣、麻,热药,冷经、慢经,小毒,hxed dionb荷桐（温中）、zangl seil漳射（散寒）、zaok net造内（燥湿）、理顺止痛
5252,yuf jil nif雅尖莲（八角莲根）,冷,苦,冷药,热经,,理气解毒止痛
5253,ghab jongd aend ghangd yut嘎炯珍宫幼（五香血藤）,冷,苦,冷药,热经,,tit bongt dangb mongb替笨挡蒙（顺气止痛）、dias jent seix loud滇劫赊洛（祛风通经脉）、vex hxangl yangx angt维象泱安（活血消肿）
5254,nangx hsongb bat仰松芭（香附）,热,辛,热药,冷经,,tit bongt ves sand替笨维汹（理气疏肝）、dongb mongb挡蒙（止痛）
5255,det zend veeb豆姜额（苦楝）,冷,苦,冷药,热经,毒,理气止痛
5256,det kag veb豆卡欧（吴萸）,热,辣,热药,冷经,,hxed dionb荷桐（温中）、zangl seil漳射（散寒）、zaok net造内（燥湿）、诸药合用理气、通络、止痛
5257,vob dlaib not萬山落（乌药）,热,辛、微辣,热药,冷经,,hxed qub zangl seil荷迄漳射（温胃散寒）、tit bongt dangf mongb替笨挡蒙（理气止痛）
5258,nangx hsongb bat仰松芭（香附）,热,辛、微苦,热药,冷经,,疏肝理气、止痛、tit bongt ves sand替笨维汹（理气疏肝）、dongb mongb挡蒙（止痛）
5259,det kag veb豆卡欧（吴萸）,热,辣,热药,冷经,,hxed dionb荷桐（温中）zangl seil漳射（散寒）、zaok net造内（燥湿）、sand baix dul汕渣都（疏肝）
5260,vob gangb vas萬嘎勒（蜘蛛香）,热,麻、辣,热药,冷经,,tit bongt dangf mongb替笨挡蒙（理气止痛）、dias jent tad jab滇劫沓痂（祛风解毒）
5261,baod jiox sangx苞脚桑（地苦胆）,冷,苦,冷药,热经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、hxub hxab vas ngangl ghongd旭嘎洼嘎宏（通经络）o诸药合用温中通阳、 理气、止痛
5262,jab ghangb nen goix佳嘎陇给（徐长卿）,热,香、麻,热药,冷经、快经、半边经,,tad jab沓痂（解毒）、seix loud ves loud赊洛维洛（通经活络）
5263,det kaf ved豆卡欧（吴萸）,热,辣、麻,热药,冷经、慢经,小毒,hxed dionb荷桐（温中）zangl seil漳射（散寒）、zaok net造内（燥湿）、sand baix dul汕渣都（疏肝）
5264,nangx hsongb bat仰松芭（香附）,热,辛、微苦,热药,冷经,,疏肝理气、止痛
5265,bes sok芍药（白芍）,冷,苦,冷药,热经,,养血柔肝、止痛、诸药合用理气、宽胸、止痛
5266,reib giad sob芮加扫（九龙盘）,热,麻、辣,热药,冷经,,ves hxangd yangx diod hxangd维象婵丢象（活血化瘀）
5267,det ghab lib fanb豆嘎里纺（黄柏）,冷,苦,冷药,热经,,dlax kid zaok net拉凯造内（泻火燥湿）
5268,jab hxend yut佳兴幼（常春藤）,冷,苦、微辛,冷药,热经,,dias jent dangf mongd滇劫挡蒙（祛风止痛）、veshxia scix loud维洗赊洛（舒经通络）
5269,vob bel diangd葛布当（刺五加）,热,辛,热药,冷经,,dias jent caf net滇劫滁内（祛风除湿）、ves hxid jongt dail hsongd维洗炯带松（强筋壮骨）
5270,zend fab hxub珍发秋（木瓜）,冷,酸、涩,冷药,热经,,vex hxid维洗（疏筋）、caf net滁内（除湿）
5271,岩川芎,,,,,,补血活血行气化瘀
5272,zend ded珍陡（茵仁米）,平,甜、淡,两经药,,,maix diangl maix ves nait麦靓麦韦芳（健脾）、vas net洼内（利湿）、hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
5273,jab bangx gangb佳里凯（苕叶细辛）,热,辣,热药,冷经,毒,tad biaox zangl seil沓标漳射（解表散寒）
5274,jab ngail mait佳莪罢（七叶莲）,冷,苦,冷药,热经,,祛风除湿、活血止痛
5275,vob laob ngout萬佬嗥（当归）,热,辛、甜,热药,冷经,,活血调经
5276,hsob hxangt嗟尚（大血藤）,冷,苦,冷药,热经,,vex hxangl seix loud维象赊洛（活血通经）、dias jent caf net滇劫滁内（祛风除湿）
5277,vob niangx hxib葛仰西（小血藤）,热,酸、涩,热药,冷经,,senb hxangd dangf hxangd赊象挡象（凉血止血）
5278,木通,,,,,,顺气通窍
5279,桂枝,,,,,,辛温利湿
5280,jab ngol xid佳莪淆（淫羊藿）,热,辣、甜,热药,冷经、快经、 半边经,,Pud Diuf布丢（补肾）、jongl dail hsongd炯带松（强筋骨）、vas net dias Jent洼内滇劫（祛风除湿）
5281,jab ngail mait佳莪罢（七叶莲）,冷,苦,冷药,热经,,祛风除湿、活血止痛
5282,bel jal feib嘎娄布佳菲（阎王刺）,冷,苦、涩,冷药,热经,,tad jab yangk angt沓痂泱安（解毒消肿）
5283,jab det geix zangb佳豆给棕（威灵仙）,热,辛辣,热药,冷经,,疏风散寒止痛
5284,jab hsod佳超（仙茅）,热,辛,热药,冷经,毒,bub diuf布丢（补肾）、zangl seil caf net漳射滁内（散寒除湿）
5285,det vob gangb豆萬岗（桑枝）,冷,苦,冷药,热经,,祛风除湿、通经络、利关节、行水消肿、khand vat sand bud diol汗吾汕布丢（补肝补肾）、ves hxid jongt dail hsongd维洗炯带松（强筋骨）、dias jent caf net滇劫滁内（祛风除湿）
5286,jab dongx bat佳董罢（八月瓜）,热,甜,热药,冷经,,ves saud 维汕（疏肝）、bud diut布丢（补肾）、dangt mongb挡蒙（止痛）
5287,Jab bangx gangb佳里凯（苕叶细辛）,热,辣,热药,冷经,毒,tad biaox zangl seil沓标漳射（发表散寒）
5288,jab hxend yut佳兴幼（常春藤）,冷,苦、微辛,冷药,热经,,祛风利湿、活血消肿、dias jenttad jab滇劫沓痂（祛风解毒）、ves hxangd dangf hxangd 维象挡象（活血止血）、yangk angt dangf mongb 泱安挡蒙（消肿止痛）
5289,ghab bas hlat ghed dlongl嘎罢萨约相（崖爬藤）,冷,苦、微涩,冷药,热经,,祛风活络、活血止痛、vex hxangd tad jab维象沓痂（活血解毒）、dias jent zaok net滇劫滁内（祛风燥湿）
5290,Jab Ngol Xid佳莪滞（淫羊藿）,热,辣、甜,热药,冷经、快经、半边经,,Pud Diuf布丢（补肾）Jongl Dail Hsongd炯带松（强筋骨）、Vas Net Dias Jent洼内滇劫（祛风利湿）
5291,hsob hxangt嗟尚（大血藤）,冷,苦,冷药,热经,,vex hxangl seix loud维象赊洛（活血通经）、dias jent caf net滇劫滁内（祛风除湿）
5292,制草乌,,,,,,驱风、祛寒湿、止痛
5293,gangb kuk岗叩（螟蚣）,热,辛,热药,冷经,毒,langf dangf 宕挡（镇痉）、dias jent滇劫（祛风）、tad jab沓痂（解毒）
5294,gangb dlok zat岗馒蚱（土鳖）,热,咸,热药,冷经,小毒,vex hxangl diod hxangd维象丢象（活血化瘀）、niox ghad hxangd dongf mongb扭哈象挡象（通经止痛）
5295,dlieed lax jat写那架（骨碎朴）,热,麻辣,热药,冷经,,强筋壮骨、温通止痛
5296,nangx hsongb bat仰松芭（香附）,热,辛、微苦,热药,冷经,,疏肝理气、止痛、dongb mongb 挡蒙（止痛）
5297,baod jab nail eb鲍家利幼（制草乌）,热,麻,热药,冷经,毒,祛风止痛、温中回阳、祛寒除湿
5298,ghab jongx nib det diol嘎炯令豆得（水冬瓜龙）,热,苦,热药,冷经,,ves hxangd yangx diod hxangd维象燈丢象（活血化瘀）、tad ngangl lod hsongd沓斡骼冲（疏筋接骨）
5299,vob hkok hlieb萬壳溜（泽兰）,冷,苦,冷药,热经,,活血化瘀、解毒消肿
5300,jab nix khaib佳里凯（苕叶细辛）,热,辣,热药,冷经,,小毒、tad biaox zangl seil沓标漳射（发表散寒）、jab jex liux加九留（四块瓦）、性热、味辣、属热药、入冷经、zangl seil dangf ngol漳射挡蒙（散寒止痛）、vex hxangd dongd mongb维象挡蒙（活血止痛）
5301,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,
5302,vob laob ngout葛佬嗥（血当归）,热,辛、甜,热药,冷经,,补血、活血
5303,岩川尊,,,,,,补血、活血化瘀
5304,zand dlenx珍桐（桃仁）,冷,苦,冷药,热经,,vex hxangd seix loud维象赊洛（活血通络）、tad jab沓痂（解毒）、dib gangb抵港（杀虫）
5305,dab khob sob达柯芍（赤芍）,冷,苦,冷药,热经,,凉血散瘀、消肿止痛
5306,det vil gheib豆野给（白马骨）,平,淡、微甜,两经药,,,hxub hxad kid tad jab旭嘎凯沓痂（清热解毒）、dias jent caf net滇劫滁内（祛风除湿）
5307,ghab jongx hmongl hsongd嘎炯芒桑（棉花根）,冷,淡,冷药,热经,,dias jent滇劫（祛风）、seix loud赊洛（通络）、caf net滁内（利湿）
5308,vob jut eb萬久欧（水三七）,冷,苦,冷药,热经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、zangl diod hxangd dangf mongb漳丢象挡蒙（散瘀止痛）
5309,niangx ongs bat仰松芭（香附）,热,微甜,热药,冷经,,tit bongt ves sand替笨维汹（理气疏肝）、dongb mongb挡蒙（止痛）
5310,hsob hxangt嗟尚（大血藤）,冷,苦,冷药,热经,,vex hxangl seix loud维象赊洛（活血通经）、dias jent caf net滇劫滁内（祛风除湿）
5311,vob hkok hlieb萬壳溜（泽兰）,冷,苦,冷药,热经,,活血祛瘀、解毒消肿
5312,jab ghab ngenx佳嘎旅（生扯拢）,冷,苦,冷药,热经,,dias jent caf net滇劫滁内（祛风除湿）、seix loud dangf mongb赊洛挡蒙（通络止痛）
5313,vob yux vub萬油欧（野油菜）,热,麻,热药,冷经,,tad biaox zangl seil沓标漳射（解表散寒）
5314,ghab jongx bel sob xok gax bas嘎炯布梭学嘎八（见血飞）,冷,苦,冷药,热经,,dias jent dangf mongb滇劫挡蒙（祛风止痛）、zangl diod hxangd yangk angt滇丢象泱安（散瘀消肿）、yangk angt tad jab泱安沓痂（消肿解毒）、jab ghangb nen goix佳嘎陇给（徐长卿）、性热、味香、麻、属热药、入冷经、快经、半边经、tad jab yangk angt 沓痂泱安（解毒消肿）seix loud ves loud赊洛维洛（通经活络）
5315,jab jex liux加九留（四块瓦）,热,辣,热药,冷经,,zangl seil dangf ngol 漳射挡蒙（散寒止痛）、vex hxangd dongd mongb 维象挡蒙（活血止痛）、dias diod hxangf tad jab滇丢象沓痂（散瘀解毒）
5316,jab hsenk hsongd佳兴松（白毛夏枯草）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、senb hxangd hangb diod hxangd赊象沆丢象（凉血化瘀）
5317,zend lei珍陆（梔子）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）、hxub hxad kib caf net旭嘎凯滁内（清热利湿）、hxib kib jid hxib scil赊凯吉赊舍（恶寒发热）
5318,jab ghab ngenx佳嘎旅,冷,苦,苦药,热经,,
5319,dlob pit diek舒比丢（鬼箭羽）,冷,苦,冷药,热经,,
5320,nangx hsongb bat仰松芭,热,辛、微苦,热药,冷经,,
5321,Bangb khad qangb萬榜羌（指甲花根）,热,辣,热药,冷经,,dias jent caf net、vex hxangd dangfmongb滇劫滁内、维象挡蒙（祛风除湿、活血止痛）
5322,jab hxend yat佳生幼（三角枫）,冷,苦,冷药,热经,,dias jent tad jab滇劫沓痂（祛风解毒）、yangk angt dangf mongb泱安挡蒙（消肿止痛）
5323,ngangb ded zhox仰德着（田基黄）,热,甜、微苦,冷药,热经,,清热利湿、解毒消肿、散瘀止痛
5324,zaid gangb wab遮岗妞（露蜂房）,热,甜,热药,冷经,毒,ias jent滇劫（祛风）、tad jab沓痂（解毒）
5325,vob det hlat萬豆刹（红禾麻）,冷,苦,冷药,热经,,dias jent caf net滇劫滁内（祛风除湿）、ves hxangd yangx diod hxangd维象烽丢象（活血化瘀）
5326,ghab bas lent dlaib嘎八叉赊（黑骨藤）,热,苦,热药,冷经,小毒,hxab hxab kib tad jab旭嘎凯沓痂（清热解毒）、ves hxangd yangx diod hxangd维象律丢象（活血化瘀）、dias jent caf net滇劫滁内（祛风除湿）
5327,b el jal feib嘎娄布佳菲（阎王刺）,冷,苦、涩,冷药,热经,,tad jab yangk angt沓痂泱安（解毒消肿）
5328,vob nail lies bad萬芳略芭（一枝黄花）,冷,苦,冷药,热经,,
5329,det vil gheib豆野给（白马骨）,平,淡、微甜,两经药,,,hxub hxad kid tad jab旭嘎凯沓痂（清热解毒）、dias jent caf net滇劫滁内（祛风除湿）
5330,ngix gheib ghob bad额给戈坝（桔梗）,冷,苦、微辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）、zangl seil漳射（散寒）dias ghab ngol滇哈格（祛痰）
5331,Jab heib khob加灰柯（头晕药）,热,辣,热药,冷经、快经、半边经,,tad biaox zangl seil沓标漳射（解表散寒）、hxub hxab sand yis hvent旭嘎汕怡渥（平肝养阴）、vex hxangd yangk angt维象泱安（活血消肿）
5332,vob khok ed萬壳欧（薄荷）,热,辛,热药,冷经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）、hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）
5333,vob dliangb dlik hniub葛相席（牛莠子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）、xeeb hfad nais pob yut卸复奈波雾（宣肺止咳）
5334,生石膏,,,,,,清胃热
5335,杨梅树皮,,,,,,消炎清热
5336,jab bik lik jib佳比利吉（八爪金龙）,冷,苦,冷药,热经,,hxub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）、diod hxangd yangk angt丢象泱安（散瘀消肿）
5337,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）
5338,vob dliangb dHk hniub葛相席（牛莠子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）
5339,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind 汗吾渥曲靳（滋阴生津）、red hfad nais pot 任复奈波（润肺止咳）
5340,zend jab ngol huk珍加莪确（天冬）,热,甜、微苦,热药,冷经,,khangd vut hvent baix dal汗吾窝摆都（养阴清热）、reb zaok gebjind任造曲折（润燥生津）
5341,bad god tid波嘎梯（百合）,热,甜、微苦,热药,冷经,,润肺止咳
5342,nex gix闹格（玉竹）,热,甜,热药,冷经,,khangd vut hvent reb zaok汗吾窝任造（养阴润燥）、geb jind dangt ngas ghongd曲靳挡嘎候（生津止渴）
5343,det jenl ib机衣（苦丁茶）,冷,苦、涩,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
5344,niangx ghaib zand仰嘎姬（白茅根）,热,甜,热药,冷经,,hxub hxab kid vas jut旭嘎凯洼居（清热利尿）、senb hxangd dangf hxangd赊象挡象（凉血止血）
5345,芦根,,,,,,清热利湿
5346,vob hmid niangx葛咪仰（马齿菟）,冷,酸、微苦涩,冷药,热经,,hxub hxab kib caf net 旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）
